document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
135,what are the roles in the agreement of the company where gumaro tijerina is employed,"agent, lender",2,0,1,Not found
135,what are the roles in the agreement of the company where david kee is employed,"agent, lender",2,0,1,Not found
135,what are the roles in the agreement of the company where michael a. tribolet is employed,"agent, lender",2,0,1,Not found
135,what are the roles in the agreement of the company associated with citigroup global markets inc.,"arranger, bookrunner",2,0,1,Not found
135,"what are the roles in the agreement of the company associated with dnb markets, inc","arrangers, bookrunners",2,0,1,Not found
135,"what are the roles in the agreement of the company associated with dnb markets, inc.","arranger, bookrunner",2,0,1,Not found
135,what are the roles in the agreement of the company associated with fenner,"arrangers, bookrunners",2,0,1,Not found
135,"what are the roles in the agreement of the company associated with mizuho bank, ltd","agents, arrangers, bookrunners",2,0,1,Not found
135,"what are the roles in the agreement of the company associated with mizuho bank, ltd.","agent, lender",2,0,1,Not found
135,"what are the roles in the agreement of the company associated with mizuho bank, ltd.","arranger, bookrunner",2,0,1,Not found
135,what are the roles in the agreement of the company associated with smith incorporated,"arrangers, bookrunners",2,0,1,Not found
109,"who are the directors of liberated syndication inc., webmayhem inc, and pair networks, inc","douglas polinksy, j. gregory smith, denis yevstifeyey",2,0,1,Not found
20,what are the roles in the agreement of the company where benjamin mlot is employed,"lender, administrative agent",2,0,1,Not found
20,"what are the roles in the agreement of the company associated with bank of montreal, chicago branch","lender, administrative agent",2,0,1,"Administrative Agent
Lender"
34,which companies are both the arranger and the arranger in the agreement,itc holdings corp,1,1,1,Not found
34,which companies are both the general partner and the general partner in the agreement,itc holdings corp,1,1,1,Not found
34,which companies are both the manager and the manager in the agreement,itc holdings corp,1,1,1,Not found
34,which companies are both the bookrunner and the bookrunner in the agreement,itc holdings corp,1,1,1,Not found
34,what are the roles in the agreement of the company associated with goldman sachs bank usa,"agent, lender, arranger, bookrunner",2,0,1,Not found
18,"who are the senior vice presidents of raymond james bank, n.a.","ghi gavin, dennis szczesuil, kevin a. stacker",2,0,1,Not found
18,"who are the vice presidents of wells fargo bank, national association","elizabeth dove, craig v. koshkarian",2,0,1,Not found
18,what are the roles in the agreement of the company where craig v. koshkarian is employed,"lender, administrative agent",2,0,1,Not found
18,what are the roles in the agreement of the company where elizabeth dove is employed,"lender, administrative agent",2,0,1,Not found
18,what are the roles in the agreement of the company associated with regions bank,"lender, syndication agent",2,0,1,"Syndication Agent, Joint Lead Arranger and Bookrunner"
18,"what are the roles in the agreement of the company associated with capital one, national association","lender, documentation agent",2,0,1,Not found
30,"what are the roles in the agreement of the company associated with wells fargo securities, llc","agent, arranger",2,0,1,Not found
24,which companies are both the arranger and the arranger in the agreement,"l.p., columbia property trustoperating partnership",1,1,1,Not found
24,which companies are both the general partner and the general partner in the agreement,"l.p., columbia property trustoperating partnership",1,1,1,Not found
24,which companies are both the manager and the manager in the agreement,"l.p., columbia property trustoperating partnership",1,1,1,Not found
24,which companies are both the bookrunner and the bookrunner in the agreement,"l.p., columbia property trustoperating partnership",1,1,1,Not found
24,who are the senior vice presidents of pnc bank national association,"j. lee hord, chad mcmasters",2,0,1,Not found
24,"who are the vice presidents of jpmorgan chase bank, n.a.","jaime gitler, courtney jones, paul e. burgan, jessica trombly",2,0,1,Not found
24,what are the roles in the agreement of the company where james a. fleming is employed,"manager, arranger, bookrunner, general partner",2,0,1,Not found
24,what are the roles in the agreement of the company where jessica trombly is employed,"agent, lender, bookrunner, lead arranger",2,0,1,Not found
24,what are the roles in the agreement of the company where courtney jones is employed,"agent, lender, bookrunner, lead arranger",2,0,1,Not found
24,what are the roles in the agreement of the company where paul e. burgan is employed,"agent, lender, bookrunner, lead arranger",2,0,1,Not found
24,what are the roles in the agreement of the company where jaime gitler is employed,"agent, lender, bookrunner, lead arranger",2,0,1,Not found
24,what are the roles in the agreement of the company where sangeeta mahadevan is employed,"agent, lender",2,0,1,Not found
24,"what are the roles in the agreement of the company associated with columbia property trust operating partnership, l.p.",borrower,2,0,1,Not found
24,what are the roles in the agreement of the company associated with regions bank,"agents, lender",2,0,1,Not found
24,what are the roles in the agreement of the company associated with suntrust bank,"agents, lender",2,0,1,Not found
24,what are the roles in the agreement of the company associated with u.s. bank national association,"agents, lender, lead arrangers",2,0,1,Not found
24,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a.","agent, lender, bookrunner, lead arranger",2,0,1,Not found
131,who are the authorized signatorys of blackstone private credit fund,"john bumgarner, marisa j. beeney, matthieu milgrom",2,0,1,Marisa J. Beeney
125,"who are the senior vice presidents of bank of america, n.a.","david r. barney, eric j. cosgrove",2,0,1,Not found
125,what are the roles in the agreement of the company associated with u.s. bank national association,"agent, lender, arranger, book manager",2,0,1,Not found
118,who are the directors of suntrust bank,"daniel r. van aken, j. haynes gentry iii",2,0,1,Not found
118,who are the managing directors of cooperatieve centraleraiffeisen boerenleenbank,"peter duncan, carl a. mayer iii",2,0,1,Not found
118,who are the authorized signatorys of goldman sachs bank usa,"kelly chin, samuel miller, christopher day, charles d. johnston",2,0,1,Not found
118,who are the vice presidents of bmo harris financing inc.,"hal nelson, brendan korb, joan spiotto, ronnie glenn, daniel j. miller",2,0,1,Not found
118,what are the roles in the agreement of the company where samuel miller is employed,"agents, arrangers, bookrunners",2,0,1,Not found
118,what are the roles in the agreement of the company where christopher day is employed,"agents, arrangers, bookrunners",2,0,1,Not found
118,what are the roles in the agreement of the company where kelly chin is employed,"agents, arrangers, bookrunners",2,0,1,Not found
118,what are the roles in the agreement of the company where charles d. johnston is employed,"agents, arrangers, bookrunners",2,0,1,Not found
118,what are the roles in the agreement of the company associated with barclays bank plc,"agent, arrangers, bookrunners",2,0,1,Borrower
118,"what are the roles in the agreement of the company associated with wells fargo bank, national association","agent, lender, l c issuer",2,0,1,Initial First Lien Representative and Initial First Lien Collateral Agent
118,what are the roles in the agreement of the company associated with goldman sachs bank usa,"agents, arrangers, bookrunners",2,0,1,Not found
124,"who are the vice presidents of first niagara bank, n.a.,","michael k. makaitis, randall r. phillips",2,0,1,Randall R. Phillips
124,who are the senior vice presidents of citibank n.a.,"craig welch, michael mcmahon, christine keating, thomas c. strasenburgh",2,0,1,Christine Keating
124,what are the roles in the agreement of the company where peter m. killea is employed,"lender, bookrunners, syndication agents",2,0,1,Co-Syndication Agent and a Lender
124,"what are the roles in the agreement of the company associated with bank of america, n.a.","lender, syndication agents",2,0,1,Not found
124,"what are the roles in the agreement of the company associated with citizens bank, n.a.","lead arrangers, administrative agent",2,0,1,Not found
124,what are the roles in the agreement of the company associated with keybank national association,"lender, syndication agents",2,0,1,Not found
124,"what are the roles in the agreement of the company associated with td bank, n.a.","lender, documentation agents",2,0,1,Not found
124,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a","lender, bookrunners, syndication agents",2,0,1,Not found
130,"what roles do both bofa securities, inc. and fifth third bank, national association have in the agreement","lead arranger, lead bookrunner",1,1,1,Joint Lead Arrangers and Joint Bookrunners for the Term Facility Provided for Herein
130,"what roles do both bofa securities, inc. and hancock whitney investment services, inc. have in the agreement","lead arranger, lead bookrunner",1,1,1,Joint Lead Arrangers and Joint Bookrunners for the Term Facility Provided for Herein
